Name,Date,Active cases
BeiJing,2020/3/26,152 
BeiJing,2020/3/25,150 
BeiJing,2020/3/24,149 
BeiJing,2020/3/23,128 
BeiJing,2020/3/22,106 
BeiJing,2020/3/21,100 
BeiJing,2020/3/20,93 
BeiJing,2020/3/19,92 
BeiJing,2020/3/18,83 
BeiJing,2020/3/17,79 
BeiJing,2020/3/16,84 
BeiJing,2020/3/15,81 
BeiJing,2020/3/14,80 
BeiJing,2020/3/13,86 
BeiJing,2020/3/12,93 
BeiJing,2020/3/11,101 
BeiJing,2020/3/10,101 
BeiJing,2020/3/9,105 
BeiJing,2020/3/8,112 
BeiJing,2020/3/7,115 
BeiJing,2020/3/6,115 
BeiJing,2020/3/5,113 
BeiJing,2020/3/4,113 
BeiJing,2020/3/3,118 
BeiJing,2020/3/2,124 
BeiJing,2020/3/1,129 
BeiJing,2020/2/29,132 
BeiJing,2020/2/28,146 
BeiJing,2020/2/27,157 
BeiJing,2020/2/26,161 
BeiJing,2020/2/25,181 
BeiJing,2020/2/24,197 
BeiJing,2020/2/23,206 
BeiJing,2020/2/22,217 
BeiJing,2020/2/21,223 
BeiJing,2020/2/20,238 
BeiJing,2020/2/19,244 
BeiJing,2020/2/18,261 
BeiJing,2020/2/17,263 
BeiJing,2020/2/16,268 
BeiJing,2020/2/15,273 
BeiJing,2020/2/14,289 
BeiJing,2020/2/13,294 
BeiJing,2020/2/12,293 
BeiJing,2020/2/11,291 
BeiJing,2020/2/10,291 
BeiJing,2020/2/9,287 
BeiJing,2020/2/8,279 
BeiJing,2020/2/7,263 
BeiJing,2020/2/6,242 
BeiJing,2020/2/5,228 
BeiJing,2020/2/4,204 
BeiJing,2020/2/3,199 
BeiJing,2020/2/2,181 
BeiJing,2020/2/1,158 
BeiJing,2020/1/31,133 
BeiJing,2020/1/30,109 
BeiJing,2020/1/29,106 
BeiJing,2020/1/28,86 
BeiJing,2020/1/27,77 
BeiJing,2020/1/26,66 
BeiJing,2020/1/25,39 
BeiJing,2020/1/24,35 
BeiJing,2020/1/23,22 
BeiJing,2020/1/22,14 
ChongQing,2020/6/1,0 
ChongQing,2020/5/31,0 
ChongQing,2020/5/30,0 
ChongQing,2020/5/29,0 
ChongQing,2020/5/28,0 
ChongQing,2020/5/27,0 
ChongQing,2020/5/26,0 
ChongQing,2020/5/25,0 
ChongQing,2020/5/24,0 
ChongQing,2020/5/23,0 
ChongQing,2020/5/22,0 
ChongQing,2020/5/21,0 
ChongQing,2020/5/20,0 
ChongQing,2020/5/19,0 
ChongQing,2020/5/18,0 
ChongQing,2020/5/17,0 
ChongQing,2020/5/16,0 
ChongQing,2020/5/15,0 
ChongQing,2020/5/14,0 
ChongQing,2020/5/13,0 
ChongQing,2020/5/12,0 
ChongQing,2020/5/11,0 
ChongQing,2020/5/10,0 
ChongQing,2020/5/9,0 
ChongQing,2020/5/8,0 
ChongQing,2020/5/7,0 
ChongQing,2020/5/6,0 
ChongQing,2020/5/5,0 
ChongQing,2020/5/4,0 
ChongQing,2020/5/3,0 
ChongQing,2020/5/2,0 
ChongQing,2020/5/1,0 
ChongQing,2020/4/30,0 
ChongQing,2020/4/29,0 
ChongQing,2020/4/28,0 
ChongQing,2020/4/27,0 
ChongQing,2020/4/26,0 
ChongQing,2020/4/25,0 
ChongQing,2020/4/24,0 
ChongQing,2020/4/23,0 
ChongQing,2020/4/22,3 
ChongQing,2020/4/21,3 
ChongQing,2020/4/20,3 
ChongQing,2020/4/19,3 
ChongQing,2020/4/18,3 
ChongQing,2020/4/17,3 
ChongQing,2020/4/16,3 
ChongQing,2020/4/15,3 
ChongQing,2020/4/14,3 
ChongQing,2020/4/13,3 
ChongQing,2020/4/12,3 
ChongQing,2020/4/11,3 
ChongQing,2020/4/10,3 
ChongQing,2020/4/9,3 
ChongQing,2020/4/8,3 
ChongQing,2020/4/7,3 
ChongQing,2020/4/6,3 
ChongQing,2020/4/5,3 
ChongQing,2020/4/4,3 
ChongQing,2020/4/3,3 
ChongQing,2020/4/2,3 
ChongQing,2020/4/1,3 
ChongQing,2020/3/31,3 
ChongQing,2020/3/30,3 
ChongQing,2020/3/29,3 
ChongQing,2020/3/28,2 
ChongQing,2020/3/27,2 
ChongQing,2020/3/26,2 
ChongQing,2020/3/25,2 
ChongQing,2020/3/24,2 
ChongQing,2020/3/23,1 
ChongQing,2020/3/22,1 
ChongQing,2020/3/21,0 
ChongQing,2020/3/20,0 
ChongQing,2020/3/19,0 
ChongQing,2020/3/18,0 
ChongQing,2020/3/17,0 
ChongQing,2020/3/16,0 
ChongQing,2020/3/15,0 
ChongQing,2020/3/14,1 
ChongQing,2020/3/13,4 
ChongQing,2020/3/12,6 
ChongQing,2020/3/11,16 
ChongQing,2020/3/10,23 
ChongQing,2020/3/9,28 
ChongQing,2020/3/8,43 
ChongQing,2020/3/7,44 
ChongQing,2020/3/6,57 
ChongQing,2020/3/5,58 
ChongQing,2020/3/4,68 
ChongQing,2020/3/3,80 
ChongQing,2020/3/2,101 
ChongQing,2020/3/1,120 
ChongQing,2020/2/29,132 
ChongQing,2020/2/28,148 
ChongQing,2020/2/27,169 
ChongQing,2020/2/26,186 
ChongQing,2020/2/25,198 
ChongQing,2020/2/24,221 
ChongQing,2020/2/23,234 
ChongQing,2020/2/22,239 
ChongQing,2020/2/21,250 
ChongQing,2020/2/20,262 
ChongQing,2020/2/19,281 
ChongQing,2020/2/18,296 
ChongQing,2020/2/17,323 
ChongQing,2020/2/16,339 
ChongQing,2020/2/15,355 
ChongQing,2020/2/14,380 
ChongQing,2020/2/13,397 
ChongQing,2020/2/12,413 
ChongQing,2020/2/11,423 
ChongQing,2020/2/10,418 
ChongQing,2020/2/9,415 
ChongQing,2020/2/8,387 
ChongQing,2020/2/7,393 
ChongQing,2020/2/6,385 
ChongQing,2020/2/5,372 
ChongQing,2020/2/4,355 
ChongQing,2020/2/3,326 
ChongQing,2020/2/2,291 
ChongQing,2020/2/1,243 
ChongQing,2020/1/31,210 
ChongQing,2020/1/30,181 
ChongQing,2020/1/29,146 
ChongQing,2020/1/28,132 
ChongQing,2020/1/27,110 
ChongQing,2020/1/26,75 
ChongQing,2020/1/25,57 
ChongQing,2020/1/24,27 
ChongQing,2020/1/23,9 
ChongQing,2020/1/22,6 
FuJian,2020/6/1,1 
FuJian,2020/5/31,2 
FuJian,2020/5/30,2 
FuJian,2020/5/29,2 
FuJian,2020/5/28,2 
FuJian,2020/5/27,2 
FuJian,2020/5/26,1 
FuJian,2020/5/25,1 
FuJian,2020/5/24,0 
FuJian,2020/5/23,0 
FuJian,2020/5/22,0 
FuJian,2020/5/21,0 
FuJian,2020/5/20,0 
FuJian,2020/5/19,0 
FuJian,2020/5/18,0 
FuJian,2020/5/17,0 
FuJian,2020/5/16,0 
FuJian,2020/5/15,0 
FuJian,2020/5/14,0 
FuJian,2020/5/13,1 
FuJian,2020/5/12,1 
FuJian,2020/5/11,1 
FuJian,2020/5/10,1 
FuJian,2020/5/9,1 
FuJian,2020/5/8,1 
FuJian,2020/5/7,1 
FuJian,2020/5/6,1 
FuJian,2020/5/5,2 
FuJian,2020/5/4,2 
FuJian,2020/5/3,2 
FuJian,2020/5/2,2 
FuJian,2020/5/1,2 
FuJian,2020/4/30,2 
FuJian,2020/4/29,1 
FuJian,2020/4/28,2 
FuJian,2020/4/27,5 
FuJian,2020/4/26,5 
FuJian,2020/4/25,5 
FuJian,2020/4/24,5 
FuJian,2020/4/23,8 
FuJian,2020/4/22,12 
FuJian,2020/4/21,13 
FuJian,2020/4/20,15 
FuJian,2020/4/19,15 
FuJian,2020/4/18,18 
FuJian,2020/4/17,19 
FuJian,2020/4/16,19 
FuJian,2020/4/15,21 
FuJian,2020/4/14,23 
FuJian,2020/4/13,26 
FuJian,2020/4/12,30 
FuJian,2020/4/11,33 
FuJian,2020/4/10,39 
FuJian,2020/4/9,42 
FuJian,2020/4/8,42 
FuJian,2020/4/7,45 
FuJian,2020/4/6,44 
FuJian,2020/4/5,46 
FuJian,2020/4/4,48 
FuJian,2020/4/3,48 
FuJian,2020/4/2,45 
FuJian,2020/4/1,46 
FuJian,2020/3/31,47 
FuJian,2020/3/30,44 
FuJian,2020/3/29,42 
FuJian,2020/3/28,41 
FuJian,2020/3/27,35 
FuJian,2020/3/26,32 
FuJian,2020/3/25,26 
FuJian,2020/3/24,22 
FuJian,2020/3/23,17 
FuJian,2020/3/22,11 
FuJian,2020/3/21,7 
FuJian,2020/3/20,3 
FuJian,2020/3/19,0 
FuJian,2020/3/18,0 
FuJian,2020/3/17,0 
FuJian,2020/3/16,0 
FuJian,2020/3/15,0 
FuJian,2020/3/14,0 
FuJian,2020/3/13,0 
FuJian,2020/3/12,0 
FuJian,2020/3/11,0 
FuJian,2020/3/10,0 
FuJian,2020/3/9,0 
FuJian,2020/3/8,0 
FuJian,2020/3/7,0 
FuJian,2020/3/6,11 
FuJian,2020/3/5,18 
FuJian,2020/3/4,25 
FuJian,2020/3/3,35 
FuJian,2020/3/2,40 
FuJian,2020/3/1,48 
FuJian,2020/2/29,52 
FuJian,2020/2/28,60 
FuJian,2020/2/27,67 
FuJian,2020/2/26,75 
FuJian,2020/2/25,94 
FuJian,2020/2/24,109 
FuJian,2020/2/23,122 
FuJian,2020/2/22,130 
FuJian,2020/2/21,143 
FuJian,2020/2/20,166 
FuJian,2020/2/19,181 
FuJian,2020/2/18,199 
FuJian,2020/2/17,200 
FuJian,2020/2/16,205 
FuJian,2020/2/15,214 
FuJian,2020/2/14,218 
FuJian,2020/2/13,222 
FuJian,2020/2/12,219 
FuJian,2020/2/11,222 
FuJian,2020/2/10,222 
FuJian,2020/2/9,215 
FuJian,2020/2/8,215 
FuJian,2020/2/7,204 
FuJian,2020/2/6,201 
FuJian,2020/2/5,194 
FuJian,2020/2/4,191 
FuJian,2020/2/3,178 
FuJian,2020/2/2,159 
FuJian,2020/2/1,144 
FuJian,2020/1/31,120 
FuJian,2020/1/30,101 
FuJian,2020/1/29,84 
FuJian,2020/1/28,80 
FuJian,2020/1/27,59 
FuJian,2020/1/26,35 
FuJian,2020/1/25,18 
FuJian,2020/1/24,10 
FuJian,2020/1/23,5 
FuJian,2020/1/22,1 
GanSu,2020/6/1,0 
GanSu,2020/5/31,0 
GanSu,2020/5/30,0 
GanSu,2020/5/29,0 
GanSu,2020/5/28,0 
GanSu,2020/5/27,0 
GanSu,2020/5/26,0 
GanSu,2020/5/25,0 
GanSu,2020/5/24,0 
GanSu,2020/5/23,0 
GanSu,2020/5/22,0 
GanSu,2020/5/21,0 
GanSu,2020/5/20,0 
GanSu,2020/5/19,0 
GanSu,2020/5/18,0 
GanSu,2020/5/17,0 
GanSu,2020/5/16,0 
GanSu,2020/5/15,0 
GanSu,2020/5/14,0 
GanSu,2020/5/13,0 
GanSu,2020/5/12,0 
GanSu,2020/5/11,0 
GanSu,2020/5/10,0 
GanSu,2020/5/9,0 
GanSu,2020/5/8,0 
GanSu,2020/5/7,0 
GanSu,2020/5/6,0 
GanSu,2020/5/5,0 
GanSu,2020/5/4,0 
GanSu,2020/5/3,0 
GanSu,2020/5/2,0 
GanSu,2020/5/1,0 
GanSu,2020/4/30,0 
GanSu,2020/4/29,0 
GanSu,2020/4/28,0 
GanSu,2020/4/27,0 
GanSu,2020/4/26,0 
GanSu,2020/4/25,0 
GanSu,2020/4/24,0 
GanSu,2020/4/23,0 
GanSu,2020/4/22,0 
GanSu,2020/4/21,0 
GanSu,2020/4/20,0 
GanSu,2020/4/19,0 
GanSu,2020/4/18,0 
GanSu,2020/4/17,0 
GanSu,2020/4/16,0 
GanSu,2020/4/15,1 
GanSu,2020/4/14,1 
GanSu,2020/4/13,2 
GanSu,2020/4/12,2 
GanSu,2020/4/11,2 
GanSu,2020/4/10,2 
GanSu,2020/4/9,2 
GanSu,2020/4/8,4 
GanSu,2020/4/7,5 
GanSu,2020/4/6,5 
GanSu,2020/4/5,5 
GanSu,2020/4/4,5 
GanSu,2020/4/3,9 
GanSu,2020/4/2,9 
GanSu,2020/4/1,9 
GanSu,2020/3/31,11 
GanSu,2020/3/30,11 
GanSu,2020/3/29,11 
GanSu,2020/3/28,9 
GanSu,2020/3/27,11 
GanSu,2020/3/26,13 
GanSu,2020/3/25,15 
GanSu,2020/3/24,15 
GanSu,2020/3/23,20 
GanSu,2020/3/22,20 
GanSu,2020/3/21,19 
GanSu,2020/3/20,34 
GanSu,2020/3/19,41 
GanSu,2020/3/18,40 
GanSu,2020/3/17,40 
GanSu,2020/3/16,40 
GanSu,2020/3/15,40 
GanSu,2020/3/14,38 
GanSu,2020/3/13,37 
GanSu,2020/3/12,37 
GanSu,2020/3/11,37 
GanSu,2020/3/10,35 
GanSu,2020/3/9,34 
GanSu,2020/3/8,35 
GanSu,2020/3/7,31 
GanSu,2020/3/6,30 
GanSu,2020/3/5,13 
GanSu,2020/3/4,2 
GanSu,2020/3/3,3 
GanSu,2020/3/2,4 
GanSu,2020/3/1,5 
GanSu,2020/2/29,7 
GanSu,2020/2/28,7 
GanSu,2020/2/27,8 
GanSu,2020/2/26,8 
GanSu,2020/2/25,9 
GanSu,2020/2/24,9 
GanSu,2020/2/23,11 
GanSu,2020/2/22,13 
GanSu,2020/2/21,13 
GanSu,2020/2/20,18 
GanSu,2020/2/19,24 
GanSu,2020/2/18,27 
GanSu,2020/2/17,31 
GanSu,2020/2/16,34 
GanSu,2020/2/15,39 
GanSu,2020/2/14,49 
GanSu,2020/2/13,49 
GanSu,2020/2/12,54 
GanSu,2020/2/11,60 
GanSu,2020/2/10,64 
GanSu,2020/2/9,65 
GanSu,2020/2/8,66 
GanSu,2020/2/7,58 
GanSu,2020/2/6,56 
GanSu,2020/2/5,56 
GanSu,2020/2/4,53 
GanSu,2020/2/3,52 
GanSu,2020/2/2,48 
GanSu,2020/2/1,40 
GanSu,2020/1/31,29 
GanSu,2020/1/30,26 
GanSu,2020/1/29,24 
GanSu,2020/1/28,19 
GanSu,2020/1/27,14 
GanSu,2020/1/26,7 
GanSu,2020/1/25,4 
GanSu,2020/1/24,2 
GanSu,2020/1/23,2 
GuangDong,2020/6/1,5 
GuangDong,2020/5/31,4 
GuangDong,2020/5/30,2 
GuangDong,2020/5/29,2 
GuangDong,2020/5/28,2 
GuangDong,2020/5/27,2 
GuangDong,2020/5/26,3 
GuangDong,2020/5/25,3 
GuangDong,2020/5/24,3 
GuangDong,2020/5/23,4 
GuangDong,2020/5/22,3 
GuangDong,2020/5/21,3 
GuangDong,2020/5/20,3 
GuangDong,2020/5/19,3 
GuangDong,2020/5/18,3 
GuangDong,2020/5/17,3 
GuangDong,2020/5/16,3 
GuangDong,2020/5/15,2 
GuangDong,2020/5/14,2 
GuangDong,2020/5/13,2 
GuangDong,2020/5/12,3 
GuangDong,2020/5/11,3 
GuangDong,2020/5/10,4 
GuangDong,2020/5/9,5 
GuangDong,2020/5/8,6 
GuangDong,2020/5/7,6 
GuangDong,2020/5/6,6 
GuangDong,2020/5/5,5 
GuangDong,2020/5/4,9 
GuangDong,2020/5/3,11 
GuangDong,2020/5/2,13 
GuangDong,2020/5/1,15 
GuangDong,2020/4/30,15 
GuangDong,2020/4/29,23 
GuangDong,2020/4/28,26 
GuangDong,2020/4/27,32 
GuangDong,2020/4/26,37 
GuangDong,2020/4/25,36 
GuangDong,2020/4/24,43 
GuangDong,2020/4/23,49 
GuangDong,2020/4/22,63 
GuangDong,2020/4/21,73 
GuangDong,2020/4/20,79 
GuangDong,2020/4/19,82 
GuangDong,2020/4/18,89 
GuangDong,2020/4/17,94 
GuangDong,2020/4/16,92 
GuangDong,2020/4/15,96 
GuangDong,2020/4/14,98 
GuangDong,2020/4/13,93 
GuangDong,2020/4/12,101 
GuangDong,2020/4/11,103 
GuangDong,2020/4/10,102 
GuangDong,2020/4/9,108 
GuangDong,2020/4/8,117 
GuangDong,2020/4/7,124 
GuangDong,2020/4/6,129 
GuangDong,2020/4/5,129 
GuangDong,2020/4/4,130 
GuangDong,2020/4/3,138 
GuangDong,2020/4/2,134 
GuangDong,2020/4/1,136 
GuangDong,2020/3/31,130 
GuangDong,2020/3/30,125 
GuangDong,2020/3/29,118 
GuangDong,2020/3/28,118 
GuangDong,2020/3/27,111 
GuangDong,2020/3/26,104 
GuangDong,2020/3/25,89 
GuangDong,2020/3/24,87 
GuangDong,2020/3/23,75 
GuangDong,2020/3/22,70 
GuangDong,2020/3/21,67 
GuangDong,2020/3/20,64 
GuangDong,2020/3/19,52 
GuangDong,2020/3/18,49 
GuangDong,2020/3/17,49 
GuangDong,2020/3/16,47 
GuangDong,2020/3/15,48 
GuangDong,2020/3/14,49 
GuangDong,2020/3/13,52 
GuangDong,2020/3/12,59 
GuangDong,2020/3/11,66 
GuangDong,2020/3/10,71 
GuangDong,2020/3/9,84 
GuangDong,2020/3/8,89 
GuangDong,2020/3/7,108 
GuangDong,2020/3/6,129 
GuangDong,2020/3/5,163 
GuangDong,2020/3/4,210 
GuangDong,2020/3/3,242 
GuangDong,2020/3/2,284 
GuangDong,2020/3/1,326 
GuangDong,2020/2/29,359 
GuangDong,2020/2/28,406 
GuangDong,2020/2/27,450 
GuangDong,2020/2/26,489 
GuangDong,2020/2/25,518 
GuangDong,2020/2/24,553 
GuangDong,2020/2/23,581 
GuangDong,2020/2/22,606 
GuangDong,2020/2/21,638 
GuangDong,2020/2/20,685 
GuangDong,2020/2/19,720 
GuangDong,2020/2/18,759 
GuangDong,2020/2/17,794 
GuangDong,2020/2/16,849 
GuangDong,2020/2/15,882 
GuangDong,2020/2/14,897 
GuangDong,2020/2/13,925 
GuangDong,2020/2/12,943 
GuangDong,2020/2/11,964 
GuangDong,2020/2/10,991 
GuangDong,2020/2/9,989 
GuangDong,2020/2/8,982 
GuangDong,2020/2/7,945 
GuangDong,2020/2/6,901 
GuangDong,2020/2/5,846 
GuangDong,2020/2/4,783 
GuangDong,2020/2/3,704 
GuangDong,2020/2/2,617 
GuangDong,2020/2/1,521 
GuangDong,2020/1/31,425 
GuangDong,2020/1/30,344 
GuangDong,2020/1/29,272 
GuangDong,2020/1/28,203 
GuangDong,2020/1/27,147 
GuangDong,2020/1/26,109 
GuangDong,2020/1/25,76 
GuangDong,2020/1/24,51 
GuangDong,2020/1/23,30 
GuangDong,2020/1/22,26 
GuangXi,2020/6/1,0 
GuangXi,2020/5/31,0 
GuangXi,2020/5/30,0 
GuangXi,2020/5/29,0 
GuangXi,2020/5/28,0 
GuangXi,2020/5/27,0 
GuangXi,2020/5/26,0 
GuangXi,2020/5/25,0 
GuangXi,2020/5/24,0 
GuangXi,2020/5/23,0 
GuangXi,2020/5/22,0 
GuangXi,2020/5/21,0 
GuangXi,2020/5/20,0 
GuangXi,2020/5/19,0 
GuangXi,2020/5/18,0 
GuangXi,2020/5/17,0 
GuangXi,2020/5/16,0 
GuangXi,2020/5/15,0 
GuangXi,2020/5/14,0 
GuangXi,2020/5/13,0 
GuangXi,2020/5/12,0 
GuangXi,2020/5/11,0 
GuangXi,2020/5/10,0 
GuangXi,2020/5/9,0 
GuangXi,2020/5/8,0 
GuangXi,2020/5/7,0 
GuangXi,2020/5/6,0 
GuangXi,2020/5/5,0 
GuangXi,2020/5/4,0 
GuangXi,2020/5/3,0 
GuangXi,2020/5/2,0 
GuangXi,2020/5/1,0 
GuangXi,2020/4/30,0 
GuangXi,2020/4/29,0 
GuangXi,2020/4/28,0 
GuangXi,2020/4/27,0 
GuangXi,2020/4/26,0 
GuangXi,2020/4/25,0 
GuangXi,2020/4/24,0 
GuangXi,2020/4/23,0 
GuangXi,2020/4/22,0 
GuangXi,2020/4/21,0 
GuangXi,2020/4/20,0 
GuangXi,2020/4/19,0 
GuangXi,2020/4/18,0 
GuangXi,2020/4/17,0 
GuangXi,2020/4/16,0 
GuangXi,2020/4/15,0 
GuangXi,2020/4/14,0 
GuangXi,2020/4/13,0 
GuangXi,2020/4/12,0 
GuangXi,2020/4/11,0 
GuangXi,2020/4/10,0 
GuangXi,2020/4/9,0 
GuangXi,2020/4/8,0 
GuangXi,2020/4/7,0 
GuangXi,2020/4/6,0 
GuangXi,2020/4/5,0 
GuangXi,2020/4/4,0 
GuangXi,2020/4/3,0 
GuangXi,2020/4/2,0 
GuangXi,2020/4/1,2 
GuangXi,2020/3/31,2 
GuangXi,2020/3/30,2 
GuangXi,2020/3/29,2 
GuangXi,2020/3/28,2 
GuangXi,2020/3/27,2 
GuangXi,2020/3/26,2 
GuangXi,2020/3/25,2 
GuangXi,2020/3/24,2 
GuangXi,2020/3/23,2 
GuangXi,2020/3/22,2 
GuangXi,2020/3/21,2 
GuangXi,2020/3/20,2 
GuangXi,2020/3/19,1 
GuangXi,2020/3/18,1 
GuangXi,2020/3/17,3 
GuangXi,2020/3/16,2 
GuangXi,2020/3/15,7 
GuangXi,2020/3/14,7 
GuangXi,2020/3/13,7 
GuangXi,2020/3/12,9 
GuangXi,2020/3/11,12 
GuangXi,2020/3/10,16 
GuangXi,2020/3/9,20 
GuangXi,2020/3/8,27 
GuangXi,2020/3/7,32 
GuangXi,2020/3/6,33 
GuangXi,2020/3/5,36 
GuangXi,2020/3/4,40 
GuangXi,2020/3/3,48 
GuangXi,2020/3/2,58 
GuangXi,2020/3/1,69 
GuangXi,2020/2/29,74 
GuangXi,2020/2/28,82 
GuangXi,2020/2/27,89 
GuangXi,2020/2/26,103 
GuangXi,2020/2/25,116 
GuangXi,2020/2/24,137 
GuangXi,2020/2/23,141 
GuangXi,2020/2/22,143 
GuangXi,2020/2/21,147 
GuangXi,2020/2/20,153 
GuangXi,2020/2/19,156 
GuangXi,2020/2/18,171 
GuangXi,2020/2/17,183 
GuangXi,2020/2/16,186 
GuangXi,2020/2/15,189 
GuangXi,2020/2/14,188 
GuangXi,2020/2/13,187 
GuangXi,2020/2/12,189 
GuangXi,2020/2/11,181 
GuangXi,2020/2/10,185 
GuangXi,2020/2/9,176 
GuangXi,2020/2/8,166 
GuangXi,2020/2/7,155 
GuangXi,2020/2/6,154 
GuangXi,2020/2/5,137 
GuangXi,2020/2/4,129 
GuangXi,2020/2/3,120 
GuangXi,2020/2/2,109 
GuangXi,2020/2/1,98 
GuangXi,2020/1/31,85 
GuangXi,2020/1/30,76 
GuangXi,2020/1/29,56 
GuangXi,2020/1/28,49 
GuangXi,2020/1/27,46 
GuangXi,2020/1/26,36 
GuangXi,2020/1/25,23 
GuangXi,2020/1/24,23 
GuangXi,2020/1/23,5 
GuangXi,2020/1/22,2 
GuiZhou,2020/6/1,0 
GuiZhou,2020/5/31,0 
GuiZhou,2020/5/30,0 
GuiZhou,2020/5/29,0 
GuiZhou,2020/5/28,0 
GuiZhou,2020/5/27,0 
GuiZhou,2020/5/26,0 
GuiZhou,2020/5/25,0 
GuiZhou,2020/5/24,0 
GuiZhou,2020/5/23,0 
GuiZhou,2020/5/22,0 
GuiZhou,2020/5/21,0 
GuiZhou,2020/5/20,0 
GuiZhou,2020/5/19,0 
GuiZhou,2020/5/18,0 
GuiZhou,2020/5/17,0 
GuiZhou,2020/5/16,0 
GuiZhou,2020/5/15,0 
GuiZhou,2020/5/14,0 
GuiZhou,2020/5/13,0 
GuiZhou,2020/5/12,0 
GuiZhou,2020/5/11,0 
GuiZhou,2020/5/10,0 
GuiZhou,2020/5/9,0 
GuiZhou,2020/5/8,0 
GuiZhou,2020/5/7,0 
GuiZhou,2020/5/6,0 
GuiZhou,2020/5/5,0 
GuiZhou,2020/5/4,0 
GuiZhou,2020/5/3,0 
GuiZhou,2020/5/2,0 
GuiZhou,2020/5/1,0 
GuiZhou,2020/4/30,0 
GuiZhou,2020/4/29,0 
GuiZhou,2020/4/28,0 
GuiZhou,2020/4/27,0 
GuiZhou,2020/4/26,0 
GuiZhou,2020/4/25,0 
GuiZhou,2020/4/24,0 
GuiZhou,2020/4/23,0 
GuiZhou,2020/4/22,0 
GuiZhou,2020/4/21,0 
GuiZhou,2020/4/20,0 
GuiZhou,2020/4/19,0 
GuiZhou,2020/4/18,0 
GuiZhou,2020/4/17,0 
GuiZhou,2020/4/16,0 
GuiZhou,2020/4/15,0 
GuiZhou,2020/4/14,0 
GuiZhou,2020/4/13,0 
GuiZhou,2020/4/12,0 
GuiZhou,2020/4/11,0 
GuiZhou,2020/4/10,0 
GuiZhou,2020/4/9,0 
GuiZhou,2020/4/8,0 
GuiZhou,2020/4/7,0 
GuiZhou,2020/4/6,0 
GuiZhou,2020/4/5,0 
GuiZhou,2020/4/4,0 
GuiZhou,2020/4/3,0 
GuiZhou,2020/4/2,0 
GuiZhou,2020/4/1,0 
GuiZhou,2020/3/31,0 
GuiZhou,2020/3/30,0 
GuiZhou,2020/3/29,0 
GuiZhou,2020/3/28,0 
GuiZhou,2020/3/27,0 
GuiZhou,2020/3/26,0 
GuiZhou,2020/3/25,0 
GuiZhou,2020/3/24,0 
GuiZhou,2020/3/23,0 
GuiZhou,2020/3/22,0 
GuiZhou,2020/3/21,0 
GuiZhou,2020/3/20,0 
GuiZhou,2020/3/19,0 
GuiZhou,2020/3/18,0 
GuiZhou,2020/3/17,1 
GuiZhou,2020/3/16,0 
GuiZhou,2020/3/15,1 
GuiZhou,2020/3/14,1 
GuiZhou,2020/3/13,4 
GuiZhou,2020/3/12,7 
GuiZhou,2020/3/11,11 
GuiZhou,2020/3/10,15 
GuiZhou,2020/3/9,21 
GuiZhou,2020/3/8,27 
GuiZhou,2020/3/7,29 
GuiZhou,2020/3/6,30 
GuiZhou,2020/3/5,30 
GuiZhou,2020/3/4,30 
GuiZhou,2020/3/3,30 
GuiZhou,2020/3/2,30 
GuiZhou,2020/3/1,32 
GuiZhou,2020/2/29,32 
GuiZhou,2020/2/28,32 
GuiZhou,2020/2/27,32 
GuiZhou,2020/2/26,40 
GuiZhou,2020/2/25,40 
GuiZhou,2020/2/24,42 
GuiZhou,2020/2/23,42 
GuiZhou,2020/2/22,54 
GuiZhou,2020/2/21,67 
GuiZhou,2020/2/20,72 
GuiZhou,2020/2/19,74 
GuiZhou,2020/2/18,78 
GuiZhou,2020/2/17,88 
GuiZhou,2020/2/16,97 
GuiZhou,2020/2/15,101 
GuiZhou,2020/2/14,111 
GuiZhou,2020/2/13,107 
GuiZhou,2020/2/12,114 
GuiZhou,2020/2/11,109 
GuiZhou,2020/2/10,98 
GuiZhou,2020/2/9,91 
GuiZhou,2020/2/8,81 
GuiZhou,2020/2/7,74 
GuiZhou,2020/2/6,64 
GuiZhou,2020/2/5,54 
GuiZhou,2020/2/4,56 
GuiZhou,2020/2/3,44 
GuiZhou,2020/2/2,36 
GuiZhou,2020/2/1,27 
GuiZhou,2020/1/31,27 
GuiZhou,2020/1/30,11 
GuiZhou,2020/1/29,8 
GuiZhou,2020/1/28,9 
GuiZhou,2020/1/27,7 
GuiZhou,2020/1/26,5 
GuiZhou,2020/1/25,4 
GuiZhou,2020/1/24,3 
GuiZhou,2020/1/23,3 
GuiZhou,2020/1/22,1 
HaiNan,2020/6/1,0 
HaiNan,2020/5/31,0 
HaiNan,2020/5/30,0 
HaiNan,2020/5/29,0 
HaiNan,2020/5/28,1 
HaiNan,2020/5/27,1 
HaiNan,2020/5/26,1 
HaiNan,2020/5/25,1 
HaiNan,2020/5/24,1 
HaiNan,2020/5/23,1 
HaiNan,2020/5/22,1 
HaiNan,2020/5/21,1 
HaiNan,2020/5/20,1 
HaiNan,2020/5/19,1 
HaiNan,2020/5/18,1 
HaiNan,2020/5/17,1 
HaiNan,2020/5/16,1 
HaiNan,2020/5/15,1 
HaiNan,2020/5/14,0 
HaiNan,2020/5/13,0 
HaiNan,2020/5/12,0 
HaiNan,2020/5/11,0 
HaiNan,2020/5/10,0 
HaiNan,2020/5/9,0 
HaiNan,2020/5/8,0 
HaiNan,2020/5/7,0 
