Name,Date,Active cases,,,,,,,
辽宁省,2020/5/17,3,96.644295,1.342282,0.000339408,294631,21950000,0.003394077,4.56E-05
辽宁省,2020/5/16,3,96.644295,1.342282,0.000339408,294631,21950000,0.003394077,4.56E-05
辽宁省,2020/5/15,3,96.644295,1.342282,0.000339408,294631,21950000,0.003394077,4.56E-05
辽宁省,2020/5/14,3,96.644295,1.342282,0.000339408,294631,21950000,0.003394077,4.56E-05
辽宁省,2020/5/13,3,96.644295,1.342282,0.000339408,294631,21950000,0.003394077,4.56E-05
辽宁省,2020/5/12,1,97.959184,1.360544,0.000334852,298639,21950000,0.003348519,4.56E-05
辽宁省,2020/5/11,1,97.959184,1.360544,0.000334852,298639,21950000,0.003348519,4.56E-05
辽宁省,2020/5/10,1,97.959184,1.360544,0.000334852,298639,21950000,0.003348519,4.56E-05
辽宁省,2020/5/9,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/8,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/7,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/6,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/5,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/4,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/3,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/2,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/5/1,0,98.630137,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/30,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/29,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/28,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/27,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/26,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/25,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/24,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/23,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/22,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/21,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/20,1,97.945205,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/19,2,97.260274,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/18,2,97.260274,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/17,4,95.890411,1.369863,0.000332574,300685,21950000,0.00332574,4.56E-05
辽宁省,2020/4/16,3,96.551724,1.37931,0.000330296,302759,21950000,0.003302961,4.56E-05
辽宁省,2020/4/15,5,95.172414,1.37931,0.000330296,302759,21950000,0.003302961,4.56E-05
辽宁省,2020/4/14,5,95.172414,1.37931,0.000330296,302759,21950000,0.003302961,4.56E-05
辽宁省,2020/4/13,7,93.793103,1.37931,0.000330296,302759,21950000,0.003302961,4.56E-05
辽宁省,2020/4/12,7,93.793103,1.37931,0.000330296,302759,21950000,0.003302961,4.56E-05
辽宁省,2020/4/11,10,91.724138,1.37931,0.000330296,302759,21950000,0.003302961,4.56E-05
辽宁省,2020/4/10,10,91.666667,1.388889,0.000328018,304861,21950000,0.003280182,4.56E-05
辽宁省,2020/4/9,10,91.666667,1.388889,0.000328018,304861,21950000,0.003280182,4.56E-05
辽宁省,2020/4/8,11,90.972222,1.388889,0.000328018,304861,21950000,0.003280182,4.56E-05
辽宁省,2020/4/7,12,90.277778,1.388889,0.000328018,304861,21950000,0.003280182,4.56E-05
辽宁省,2020/4/6,12,90.140845,1.408451,0.000323462,309155,21950000,0.003234624,4.56E-05
辽宁省,2020/4/5,14,88.732394,1.408451,0.000323462,309155,21950000,0.003234624,4.56E-05
辽宁省,2020/4/4,14,88.652482,1.41844,0.000321185,311348,21950000,0.003211845,4.56E-05
辽宁省,2020/4/3,15,87.943262,1.41844,0.000321185,311348,21950000,0.003211845,4.56E-05
辽宁省,2020/4/2,15,87.943262,1.41844,0.000321185,311348,21950000,0.003211845,4.56E-05
辽宁省,2020/4/1,14,88.571429,1.428571,0.000318907,313571,21950000,0.003189066,4.56E-05
辽宁省,2020/3/31,13,89.208633,1.438849,0.000316629,315827,21950000,0.003166287,4.56E-05
辽宁省,2020/3/30,10,91.176471,1.470588,0.000309795,322794,21950000,0.00309795,4.56E-05
辽宁省,2020/3/29,8,92.537313,1.492537,0.000305239,327612,21950000,0.003052392,4.56E-05
辽宁省,2020/3/28,6,93.939394,1.515152,0.000300683,332576,21950000,0.003006834,4.56E-05
辽宁省,2020/3/27,2,96.875,1.5625,0.000291572,342969,21950000,0.002915718,4.56E-05
辽宁省,2020/3/26,2,96.875,1.5625,0.000291572,342969,21950000,0.002915718,4.56E-05
辽宁省,2020/3/25,1,97.637795,1.574803,0.000289294,345669,21950000,0.002892938,4.56E-05
辽宁省,2020/3/24,1,97.637795,1.574803,0.000289294,345669,21950000,0.002892938,4.56E-05
辽宁省,2020/3/23,1,97.637795,1.574803,0.000289294,345669,21950000,0.002892938,4.56E-05
辽宁省,2020/3/22,0,98.412698,1.587302,0.000287016,348413,21950000,0.002870159,4.56E-05
辽宁省,2020/3/21,2,96.825397,1.587302,0.000287016,348413,21950000,0.002870159,4.56E-05
辽宁省,2020/3/20,2,96.825397,1.587302,0.000287016,348413,21950000,0.002870159,4.56E-05
辽宁省,2020/3/19,2,97.6,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/18,2,97.6,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/17,4,96,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/16,9,92,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/15,10,91.2,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/14,11,90.4,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/13,12,89.6,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/12,12,89.6,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/11,13,88.8,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/10,13,88.8,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/9,15,87.2,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/8,15,87.2,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/7,17,85.6,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/6,18,84.8,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/5,18,84.8,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/4,18,84.8,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/3,18,84.8,0.8,0.000284738,351200,43900000,0.00284738,2.28E-05
辽宁省,2020/3/2,18,84.42623,0.819672,0.000277904,359836,43900000,0.002779043,2.28E-05
辽宁省,2020/3/1,18,84.42623,0.819672,0.000277904,359836,43900000,0.002779043,2.28E-05
辽宁省,2020/2/29,24,79.338843,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/28,27,76.859504,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/27,27,76.859504,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/26,32,72.727273,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/25,37,68.595041,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/24,40,66.115702,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/23,47,60.330579,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/22,54,54.545455,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/21,59,50.413223,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/20,61,48.760331,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/19,65,45.454545,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/18,67,43.801653,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/17,77,35.53719,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/16,80,33.057851,0.826446,0.000275626,362810,43900000,0.002756264,2.28E-05
辽宁省,2020/2/15,87,26.05042,0.840336,0.000271071,368908,43900000,0.002710706,2.28E-05
辽宁省,2020/2/14,89,24.369748,0.840336,0.000271071,368908,43900000,0.002710706,2.28E-05
辽宁省,2020/2/13,94,18.803419,0.854701,0.000266515,375214,43900000,0.002665148,2.28E-05
辽宁省,2020/2/12,95,17.241379,0.862069,0.000264237,378448,43900000,0.002642369,2.28E-05
辽宁省,2020/2/11,92,17.117117,0,0.000252847,395495,,0.002528474,0
辽宁省,2020/2/10,95,12.037037,0,0.000246014,406481,,0.002460137,0
辽宁省,2020/2/9,95,11.214953,0,0.000243736,410280,,0.002437358,0
辽宁省,2020/2/8,97,7.619048,0,0.00023918,418095,,0.0023918,0
辽宁省,2020/2/7,92,7.070707,0,0.000225513,443434,,0.002255125,0
辽宁省,2020/2/6,89,5.319149,0,0.000214123,467021,,0.00214123,0
辽宁省,2020/2/5,85,4.494382,0,0.000202733,493258,,0.002027335,0
辽宁省,2020/2/4,79,2.469136,0,0.00018451,541975,,0.001845103,0
辽宁省,2020/2/3,73,1.351351,0,0.000168565,593243,,0.001685649,0
辽宁省,2020/2/2,69,1.428571,0,0.000159453,627143,,0.001594533,0
辽宁省,2020/2/1,63,1.5625,0,0.000145786,685938,,0.001457859,0
辽宁省,2020/1/31,47,2.083333,0,0.000109339,914583,,0.001093394,0
辽宁省,2020/1/30,40,2.439024,0,9.34E-05,1070732,,0.000933941,0
辽宁省,2020/1/29,38,2.564103,0,8.88E-05,1125641,,0.000888383,0
辽宁省,2020/1/28,34,0,0,7.74E-05,1291176,,0.000774487,0
辽宁省,2020/1/27,27,0,0,6.15E-05,1625926,,0.000615034,0
辽宁省,2020/1/26,21,0,0,4.78E-05,2090476,,0.00047836,0
辽宁省,2020/1/25,17,0,0,3.87E-05,2582353,,0.000387244,0
辽宁省,2020/1/24,4,0,0,9.11E-06,10975000,,9.11E-05,0
辽宁省,2020/1/23,3,0,0,6.83E-06,14633333,,6.83E-05,0
辽宁省,2020/1/22,2,0,0,4.56E-06,21950000,,4.56E-05,0
澳门特别行政区,2020/6/1,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/31,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/30,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/29,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/28,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/27,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/26,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/25,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/24,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/23,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/22,0,100,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/21,1,97.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/20,1,97.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/19,1,97.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/18,1,97.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/17,1,97.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/16,1,97.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/15,2,95.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/14,2,95.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/13,2,95.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/12,3,93.333333,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/11,3,93.333333,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/10,4,91.111111,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/9,5,88.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/8,5,88.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/7,5,88.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/6,5,88.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/5,6,86.666667,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/4,6,86.666667,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/3,6,86.666667,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/2,8,82.222222,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/5/1,10,77.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/30,10,77.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/29,11,75.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/28,12,73.333333,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/27,13,71.111111,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/26,14,68.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/25,17,62.222222,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/24,18,60,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/23,18,60,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/22,19,57.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/21,21,53.333333,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/20,23,48.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/19,25,44.444444,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/18,28,37.777778,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/17,29,35.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/16,29,35.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/15,29,35.555556,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/14,32,28.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/13,32,28.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/12,32,28.888889,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/11,35,22.222222,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/10,35,22.222222,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/9,35,22.222222,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/8,35,22.222222,0,0.006742583,14831,,0.067425832,0
澳门特别行政区,2020/4/7,34,22.727273,0,0.006592748,15168,,0.06592748,0
澳门特别行政区,2020/4/6,34,22.727273,0,0.006592748,15168,,0.06592748,0
澳门特别行政区,2020/4/5,34,22.727273,0,0.006592748,15168,,0.06592748,0
澳门特别行政区,2020/4/4,33,23.255814,0,0.006442913,15521,,0.064429128,0
澳门特别行政区,2020/4/3,33,23.255814,0,0.006442913,15521,,0.064429128,0
澳门特别行政区,2020/4/2,31,24.390244,0,0.006143242,16278,,0.061432424,0
澳门特别行政区,2020/4/1,31,24.390244,0,0.006143242,16278,,0.061432424,0
澳门特别行政区,2020/3/31,31,24.390244,0,0.006143242,16278,,0.061432424,0
澳门特别行政区,2020/3/30,28,26.315789,0,0.005693737,17563,,0.056937369,0
澳门特别行政区,2020/3/29,27,27.027027,0,0.005543902,18038,,0.055439017,0
澳门特别行政区,2020/3/28,27,27.027027,0,0.005543902,18038,,0.055439017,0
澳门特别行政区,2020/3/27,23,30.30303,0,0.004944561,20224,,0.04944561,0
澳门特别行政区,2020/3/26,21,32.258065,0,0.004644891,21529,,0.046448906,0
澳门特别行政区,2020/3/25,20,33.333333,0,0.004495055,22247,,0.044950554,0
澳门特别行政区,2020/3/24,15,40,0,0.00374588,26696,,0.037458795,0
澳门特别行政区,2020/3/23,14,41.666667,0,0.003596044,27808,,0.035960444,0
澳门特别行政区,2020/3/22,10,50,0,0.002996704,33370,,0.029967036,0
澳门特别行政区,2020/3/21,8,55.555556,0,0.002697033,37078,,0.026970333,0
澳门特别行政区,2020/3/20,7,58.823529,0,0.002547198,39259,,0.025471981,0
澳门特别行政区,2020/3/19,7,58.823529,0,0.002547198,39259,,0.025471981,0
澳门特别行政区,2020/3/18,5,66.666667,0,0.002247528,44493,,0.022475277,0
澳门特别行政区,2020/3/17,2,83.333333,0,0.001798022,55617,,0.017980222,0
澳门特别行政区,2020/3/16,1,90.909091,0,0.001648187,60673,,0.01648187,0
澳门特别行政区,2020/3/15,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/14,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/13,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/12,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/11,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/10,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/9,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/8,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/7,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/6,0,100,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/5,1,90,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/4,1,90,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/3,1,90,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/2,2,80,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/3/1,2,80,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/29,2,80,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/28,2,80,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/27,2,80,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/26,3,70,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/25,3,70,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/24,4,60,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/23,4,60,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/22,4,60,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/21,4,60,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/20,4,60,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/19,5,50,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/18,5,50,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/17,5,50,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/16,5,50,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/15,7,30,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/14,7,30,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/13,7,30,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/12,8,20,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/11,9,10,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/10,9,10,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/9,9,10,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/8,9,10,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/7,9,10,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/6,9,10,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/5,10,0,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/4,10,0,0,0.001498352,66740,,0.014983518,0
澳门特别行政区,2020/2/3,8,0,0,0.001198681,83425,,0.011986815,0
澳门特别行政区,2020/2/2,8,0,0,0.001198681,83425,,0.011986815,0
澳门特别行政区,2020/2/1,7,0,0,0.001048846,95343,,0.010488463,0
澳门特别行政区,2020/1/31,7,0,0,0.001048846,95343,,0.010488463,0
澳门特别行政区,2020/1/30,7,0,0,0.001048846,95343,,0.010488463,0
澳门特别行政区,2020/1/29,7,0,0,0.001048846,95343,,0.010488463,0
澳门特别行政区,2020/1/28,7,0,0,0.001048846,95343,,0.010488463,0
澳门特别行政区,2020/1/27,6,0,0,0.000899011,111233,,0.008990111,0
澳门特别行政区,2020/1/26,5,0,0,0.000749176,133480,,0.007491759,0
澳门特别行政区,2020/1/25,2,0,0,0.00029967,333700,,0.002996704,0
澳门特别行政区,2020/1/24,2,0,0,0.00029967,333700,,0.002996704,0
澳门特别行政区,2020/1/23,2,0,0,0.00029967,333700,,0.002996704,0
澳门特别行政区,2020/1/22,1,0,0,0.000149835,667400,,0.001498352,0
宁夏回族自治区,2020/6/1,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/31,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/30,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/29,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/28,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/27,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/26,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/25,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/24,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/23,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/22,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/21,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/20,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/19,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/18,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/17,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/16,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/15,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/14,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/13,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/12,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/11,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/10,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/9,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/8,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/7,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/6,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/5,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/4,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/3,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/2,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/5/1,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/30,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/29,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/28,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/27,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/26,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/25,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/24,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/23,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/22,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/21,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/20,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/19,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/18,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/17,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/16,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/15,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/14,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/13,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/12,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/11,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/10,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/9,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/8,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/7,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/6,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/5,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/4,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/3,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/2,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/4/1,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/3/31,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/3/30,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/3/29,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/3/28,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/3/27,0,100,0,0.001190221,84018,,0.011902211,0
宁夏回族自治区,2020/3/26,0,100,0,0.001190221,84018,,0.011902211,0
